l_FullName,r_FullName,w_FullName,FightDate,l_win,r_win,l_seniority,r_seniority,l_w/l_ratio,r_w/l_ratio,l_height_dif_cm,r_height_dif_cm,l_weight_dif_lb,r_weight_dif_lb,l_reach_dif_cm,r_reach_dif_cm,l_ctrl_time_sec,r_ctrl_time_sec,l_total_fights,r_total_fights,l_total_fights_dif,r_total_fights_dif,l_win_difference,r_win_difference,l_WinStreak,r_WinStreak,l_TKOReceived,r_TKOReceived,l_WinStreak_dif,r_WinStreak_dif,l_TKOReceived_dif,r_TKOReceived_dif,l_rust_ring,r_rust_ring,l_rustRing_dif,r_rustRing_dif
Nicholas Musoke,Albert Tumenov,Albert Tumenov,2015-01-24,0,1,5,-5,2.6,4.5,2.540009,-2.540009,0,0,5.080002,-5.080002,76,7,18,22,-4,4,-1.90000009536743,1.90000009536743,2,2,0,0,0,0,0,0,112,112,0,0
Alan Jouban,Albert Tumenov,Albert Tumenov,2015-10-03,0,1,10,-10,2.428571,4.5,2.540009,-2.540009,0,0,0,0,0,2,24,22,2,-2,-2.07142853736877,2.07142853736877,1,3,0,0,-2,2,0,0,217,252,-35,35
Lorenz Larkin,Albert Tumenov,Albert Tumenov,2016-01-02,0,1,5,-5,3,4.5,0,0,0,0,-2.539993,2.539993,14,17,24,22,2,-2,-1.5,1.5,1,4,1,0,-3,3,1,-1,189,91,98,-98
Gunnar Nelson,Albert Tumenov,Gunnar Nelson,2016-05-08,1,0,3,-3,3.8,4.5,0,0,0,0,-2.539993,2.539993,257,0,24,22,2,-2,-0.700000047683716,0.700000047683716,1,5,0,0,-4,4,0,0,302,127,175,-175
Leon Edwards,Albert Tumenov,Leon Edwards,2016-10-08,1,0,1,-1,7,4.5,7.62001,-7.62001,0,0,2.540009,-2.540009,272,0,24,22,2,-2,2.5,-2.5,1,0,0,0,1,-1,0,0,153,153,0,0
Shinsho Anzai,Alberto Mina,Alberto Mina,2014-08-23,0,1,-4,4,3.333333,13,-12.70001,12.70001,0,0,-17.78,17.78,49,36,13,14,-1,1,-9.66666674613953,9.66666674613953,0,0,0,0,0,0,0,0,0,0,0,0
Yoshihiro Akiyama,Alberto Mina,Alberto Mina,2015-11-28,0,1,7,-7,2.333333,13,-5.080002,5.080002,0,0,-5.080002,5.080002,83,37,20,14,6,-6,-10.6666667461395,10.6666667461395,1,1,1,0,0,0,1,-1,434,462,-28,28
Ramazan Emeev,Alberto Mina,Ramazan Emeev,2018-05-12,1,0,-6,6,3.333333,13,-5.080002,5.080002,0,0,-2.540009,2.540009,306,5,26,14,12,-12,-9.66666674613953,9.66666674613953,0,2,0,0,-2,2,0,0,0,896,-896,896
Jake Collier,Alberto Uda,Jake Collier,2016-05-29,1,0,-4,4,1.3,6,0,0,45,-45,5.119995,-5.119995,156,83,23,14,9,-9,-4.70000004768372,4.70000004768372,0,0,2,0,0,0,2,-2,183,0,183,-183
Scott Jorgensen,Alejandro Perez,Alejandro Perez,2015-11-21,0,1,7,-7,1.25,2.555556,-2.539993,2.539993,0,0,-2.539993,2.539993,48,15,27,32,-5,5,-1.30555558204651,1.30555558204651,0,0,1,0,0,0,1,-1,392,0,392,-392
Ian Entwistle,Alejandro Perez,Alejandro Perez,2016-04-10,0,1,3,-3,3,2.555556,-2.539993,2.539993,0,0,-2.179993,2.179993,13,106,12,32,-20,20,0.444444417953491,-0.444444417953491,0,1,1,0,-1,1,1,-1,652,141,511,-511
Iuri Alcantara,Alejandro Perez,Alejandro Perez,2017-12-09,0,1,9,-9,3.5,2.555556,7.619995,-7.619995,0,0,10.16,-10.16,9,55,45,32,13,-13,0.944444417953491,-0.944444417953491,0,2,0,0,-2,2,0,0,189,608,-419,419
Matthew Lopez,Alejandro Perez,Alejandro Perez,2018-04-14,0,1,3,-3,2.5,2.555556,2.539993,-2.539993,0,0,5.080002,-5.080002,186,28,14,32,-18,18,-5.55555820465088e-02,5.55555820465088e-02,0,3,0,0,-3,3,0,0,640,126,514,-514
Johnny Eduardo,Alejandro Perez,Alejandro Perez,2021-10-02,0,1,11,-11,2.153846,2.555556,2.539993,-2.539993,0,0,10.16,-10.16,74,74,41,32,9,-9,-0.401709318161011,0.401709318161011,0,4,1,0,-4,4,1,-1,1219,1267,-48,48
Jonathan Martinez,Alejandro Perez,Jonathan Martinez,2022-02-26,1,0,-5,5,4.5,2.555556,5.080002,-5.080002,0,0,7.62001,-7.62001,0,2,22,32,-10,10,1.94444441795349,-1.94444441795349,1,5,0,0,-4,4,0,0,574,147,427,-427
Tanner Boser,Aleksa Camur,Tanner Boser,2023-08-05,1,0,5,-5,2.1,2,2.540009,-2.540009,0,0,2.539993,-2.539993,327,61,31,9,22,-22,9.99999046325684e-02,-9.99999046325684e-02,0,0,1,0,0,0,1,-1,112,0,112,-112
Francimar Barroso,Aleksandar Rakic,Aleksandar Rakic,2017-09-02,0,1,12,-12,2.714286,4.666667,-7.619995,7.619995,0,0,-7.619995,7.619995,96,13,26,17,9,-9,-1.95238089561462,1.95238089561462,1,0,0,0,1,-1,0,0,168,0,168,-168
Justin Ledet,Aleksandar Rakic,Aleksandar Rakic,2018-07-22,0,1,3,-3,2.25,4.666667,0,0,0,0,5.080002,-5.080002,0,740,13,17,-4,4,-2.41666650772095,2.41666650772095,1,1,0,0,0,0,0,0,715,323,392,-392
Devin Clark,Aleksandar Rakic,Aleksandar Rakic,2018-12-08,0,1,2,-2,1.75,4.666667,-10.15999,10.15999,0,0,-7.619995,7.619995,50,66,22,17,5,-5,-2.91666650772095,2.91666650772095,3,2,1,0,1,-1,1,-1,245,139,106,-106
Jimi Manuwa,Aleksandar Rakic,Aleksandar Rakic,2019-06-01,0,1,12,-12,2.833333,4.666667,-7.619995,7.619995,0,0,2.540009,-2.540009,0,1,23,17,6,-6,-1.83333325386047,1.83333325386047,0,3,2,0,-3,3,2,-2,175,175,0,0
Volkan Oezdemir,Aleksandar Rakic,Volkan Oezdemir,2019-12-21,1,0,3,-3,2.714286,4.666667,-5.079987,5.079987,0,0,-7.619995,7.619995,32,158,26,17,9,-9,-1.95238089561462,1.95238089561462,0,4,0,0,-4,4,0,0,280,203,77,-77
Jan Blachowicz,Aleksandar Rakic,Jan Blachowicz,2022-05-14,1,0,9,-9,2.9,4.666667,-5.079987,5.079987,0,0,0,0,1,273,39,17,22,-22,-1.76666641235352,1.76666641235352,0,0,1,0,0,0,1,-1,196,875,-679,679
Thiago Alves,Aleksei Kunchenko,Aleksei Kunchenko,2018-09-15,0,1,0,0,1.533333,10,2.539993,-2.539993,0,0,0,0,48,0,38,22,16,-16,-8.46666669845581,8.46666669845581,0,0,3,0,0,0,3,-3,209,0,209,-209
Gilbert Burns,Aleksei Kunchenko,Gilbert Burns,2019-08-10,1,0,-2,2,3.666667,10,5.080002,-5.080002,0,0,2.539993,-2.539993,418,28,28,22,6,-6,-6.33333325386047,6.33333325386047,1,1,1,0,0,0,1,-1,105,329,-224,224
Anthony Hamilton,Aleksei Oleinik,Aleksei Oleinik,2014-06-28,0,1,-3,3,1.666667,3.529412,7.619995,-7.619995,20,-20,-10.16,10.16,17,42,24,77,-53,53,-1.86274516582489,1.86274516582489,0,0,0,0,0,0,0,0,0,0,0,0
Travis Browne,Aleksei Oleinik,Aleksei Oleinik,2017-07-08,0,1,-6,6,2.571429,3.529412,10.15999,-10.15999,15,-15,-2.539993,2.539993,83,213,25,77,-52,52,-0.957983255386353,0.957983255386353,0,1,3,0,-1,1,3,-3,139,1106,-967,967
Curtis Blaydes,Aleksei Oleinik,Curtis Blaydes,2017-11-04,1,0,-14,14,4.25,3.529412,5.079987,-5.079987,25,-25,0,0,113,15,21,77,-56,56,0.720588207244873,-0.720588207244873,2,2,1,0,0,0,1,-1,119,119,0,0
Junior Albini,Aleksei Oleinik,Aleksei Oleinik,2018-05-12,0,1,-13,13,2.333333,3.529412,2.539993,-2.539993,24,-24,-15.23999,15.23999,12,15,20,77,-57,57,-1.19607853889465,1.19607853889465,0,0,0,1,0,0,-1,1,182,189,-7,7
Mark Hunt,Aleksei Oleinik,Aleksei Oleinik,2018-09-15,0,1,3,-3,0.9285714,3.529412,-10.16,10.16,25,-25,-20.31999,20.31999,0,42,27,77,-50,50,-2.60084038972855,2.60084038972855,1,1,3,1,0,0,2,-2,462,126,336,-336
Walt Harris,Aleksei Oleinik,Walt Harris,2019-07-20,1,0,-6,6,1.3,3.529412,7.619995,-7.619995,10,-10,-7.619995,7.619995,1,0,23,77,-54,54,-2.22941184043884,2.22941184043884,2,2,2,1,0,0,1,-1,77,308,-231,231
Maurice Greene,Aleksei Oleinik,Aleksei Oleinik,2020-01-18,0,1,-9,9,1.285714,3.529412,12.7,-12.7,18,-18,0,0,54,444,16,77,-61,61,-2.24369752407074,2.24369752407074,0,0,1,2,0,0,-1,1,84,182,-98,98
Derrick Lewis,Aleksei Oleinik,Derrick Lewis,2020-08-08,1,0,-8,8,2.454545,3.529412,2.539993,-2.539993,20,-20,-2.539993,2.539993,159,141,38,77,-39,39,-1.07486629486084,1.07486629486084,6,1,1,2,5,-5,-1,1,672,203,469,-469
Chris Daukaus,Aleksei Oleinik,Chris Daukaus,2021-02-20,1,0,-12,12,1.714286,3.529412,2.539993,-2.539993,-35,35,-10.16,10.16,19,24,19,77,-58,58,-1.81512606143951,1.81512606143951,2,0,0,3,2,-2,-3,3,133,196,-63,63
Ilir Latifi,Aleksei Oleinik,Ilir Latifi,2022-10-01,1,0,-5,5,1.888889,3.529412,-10.16,10.16,-10,10,-17.78,17.78,509,2,26,77,-51,51,-1.64052295684814,1.64052295684814,0,0,1,4,0,0,-3,3,966,588,378,-378
Amir Albazi,Alessandro Costa,Amir Albazi,2022-12-17,1,0,3,-3,17,4.333333,2.540009,-2.540009,0,0,2.540009,-2.540009,354,0,18,16,2,-2,12.6666665077209,-12.6666665077209,3,0,0,0,3,-3,0,0,119,0,119,-119
Oluwale Bamgbose,Alessio Di Chirico,Alessio Di Chirico,2017-12-16,0,1,2,-2,1.5,1.857143,-2.540009,2.540009,0,0,10.15999,-10.15999,0,2,10,20,-10,10,-0.357142806053162,0.357142806053162,0,0,2,0,0,0,2,-2,196,0,196,-196
Zak Cummings,Alessio Di Chirico,Zak Cummings,2020-08-29,1,0,6,-6,3.571429,1.857143,0,0,20,-20,2.539993,-2.539993,0,0,32,20,12,-12,1.71428573131561,-1.71428573131561,2,1,0,0,1,-1,0,0,469,987,-518,518
Joaquin Buckley,Alessio Di Chirico,Alessio Di Chirico,2021-01-16,0,1,-5,5,2.666667,1.857143,-5.080002,5.080002,-15,15,5.079987,-5.079987,0,1,22,20,2,-2,0.809523940086365,-0.809523940086365,2,0,1,0,2,-2,1,-1,56,140,-84,84
Dean Lister,Alessio Sakara,Dean Lister,2006-05-27,1,0,6,-6,1.857143,1.727273,2.539993,-2.539993,0,0,7.619995,-7.619995,0,110,20,30,-10,10,0.129870057106018,-0.129870057106018,0,0,0,0,0,0,0,0,0,0,0,0
Drew McFedries,Alessio Sakara,Drew McFedries,2006-11-18,1,0,3,-3,1.714286,1.727273,0,0,0,0,0,0,33,11,19,30,-11,11,-1.29870176315308e-02,1.29870176315308e-02,0,0,0,0,0,0,0,0,0,175,-175,175
Houston Alexander,Alessio Sakara,Houston Alexander,2007-09-08,1,0,9,-9,1.133333,1.727273,0,0,20,-20,0,0,14,9,32,30,2,-2,-0.593939423561096,0.593939423561096,1,0,0,1,1,-1,-1,1,105,294,-189,189
James Lee,Alessio Sakara,Alessio Sakara,2008-01-19,0,1,8,-8,5,1.727273,-2.540009,2.540009,20,-20,0.1199951,-0.1199951,42,8,18,30,-12,12,3.27272725105286,-3.27272725105286,0,0,0,2,0,0,-2,2,0,133,-133,133
Chris Leben,Alessio Sakara,Chris Leben,2008-03-01,1,0,1,-1,2,1.727273,-2.540009,2.540009,0,0,2.539993,-2.539993,26,0,33,30,3,-3,0.272727251052856,-0.272727251052856,1,1,1,2,0,0,-1,1,164,42,122,-122
Thales Leites,Alessio Sakara,Alessio Sakara,2009-08-08,0,1,0,0,3.111111,1.727273,2.539993,-2.539993,0,0,15.23999,-15.23999,161,33,37,30,7,-7,1.38383841514587,-1.38383841514587,0,0,0,3,0,0,-3,3,112,525,-413,413
James Irvin,Alessio Sakara,Alessio Sakara,2010-03-21,0,1,3,-3,1.7,1.727273,5.080002,-5.080002,20,-20,7.619995,-7.619995,0,1,27,30,-3,3,-2.72727012634277e-02,2.72727012634277e-02,0,1,3,3,-1,1,0,0,610,225,385,-385
Patrick Cote,Alessio Sakara,Patrick Cote,2012-11-17,1,0,1,-1,2.090909,1.727273,-2.540009,2.540009,-15,15,7.619995,-7.619995,0,13,34,30,4,-4,0.363636255264282,-0.363636255264282,0,2,1,3,-2,2,-2,2,133,972,-839,839
Nicholas Musoke,Alessio Sakara,Nicholas Musoke,2013-10-26,1,0,-5,5,2.6,1.727273,0,0,-15,15,7.619995,-7.619995,107,47,18,30,-12,12,0.872727155685425,-0.872727155685425,0,0,0,3,0,0,-3,3,0,343,-343,343
Martin Bravo,Alex Caceres,Alex Caceres,2018-07-06,0,1,-6,6,3.666667,1.5,-5.080002,5.080002,0,0,-5.080002,5.080002,221,43,14,35,-21,21,2.16666674613953,-2.16666674613953,1,0,0,0,1,-1,0,0,608,0,608,-608
Sam Fulton,Alex Hunter,Alex Hunter,1997-07-27,0,1,,,0,2,,,,,-5,5,0,0,2,2,0,0,-2,2,0,0,0,0,0,0,0,0,0,0,0,0
Kenny Florian,Alex Karalexis,Kenny Florian,2005-08-06,1,0,2,-2,2.333333,1.666667,5.080002,-5.080002,-10,10,20.32001,-20.32001,40,65,20,16,4,-4,0.666666626930237,-0.666666626930237,0,0,1,0,0,0,1,-1,119,0,119,-119
James Moontasri,Alex Morono,Alex Morono,2016-12-17,0,1,2,-2,1.8,2.875,-2.539993,2.539993,0,0,-2.540009,2.540009,19,54,14,31,-17,17,-1.07500004768372,1.07500004768372,0,0,0,0,0,0,0,0,147,0,147,-147
Joshua Burkman,Alex Morono,Alex Morono,2018-02-18,0,1,10,-10,1.75,2.875,-2.539993,2.539993,0,0,0,0,6,1,44,31,13,-13,-1.125,1.125,0,1,2,0,-1,1,2,-2,204,428,-224,224
Jordan Mein,Alex Morono,Jordan Mein,2018-07-28,1,0,1,-1,2.583333,2.875,2.540009,-2.540009,0,0,2.539993,-2.539993,543,106,43,31,12,-12,-0.291666746139526,0.291666746139526,1,2,0,0,-1,1,0,0,224,160,64,-64
Song Kenan,Alex Morono,Alex Morono,2018-11-24,0,1,0,0,2.857143,2.875,2.540009,-2.540009,0,0,-2.540009,2.540009,3,46,27,31,-4,4,-1.78570747375488e-02,1.78570747375488e-02,1,0,0,0,1,-1,0,0,364,119,245,-245
Max Griffin,Alex Morono,Alex Morono,2019-10-12,0,1,4,-4,1.9,2.875,0,0,0,0,10.15999,-10.15999,155,26,29,31,-2,2,-0.975000023841858,0.975000023841858,1,1,0,0,0,0,0,0,182,322,-140,140
Rhys McKee,Alex Morono,Alex Morono,2020-11-14,0,1,-5,5,2,2.875,7.62001,-7.62001,0,0,15.23999,-15.23999,12,154,15,31,-16,16,-0.875,0.875,0,2,0,0,-2,2,0,0,0,399,-399,399
Donald Cerrone,Alex Morono,Alex Morono,2021-05-08,0,1,8,-8,2.117647,2.875,5.080002,-5.080002,-15,15,2.539993,-2.539993,2,47,53,31,22,-22,-0.757352828979492,0.757352828979492,0,3,7,0,-3,3,7,-7,364,175,189,-189
Mickey Gall,Alex Morono,Alex Morono,2021-12-04,0,1,-2,2,1.4,2.875,7.62001,-7.62001,0,0,5.080002,-5.080002,8,83,12,31,-19,19,-1.47500002384186,1.47500002384186,1,4,1,0,-3,3,1,-1,133,210,-77,77
Tim Means,Alex Morono,Alex Morono,2023-05-13,0,1,7,-7,2.2,2.875,7.62001,-7.62001,0,0,7.619995,-7.619995,46,0,48,31,17,-17,-0.674999952316284,0.674999952316284,2,5,1,0,-3,3,1,-1,903,525,378,-378
Misha Cirkunov,Alex Nicholson,Misha Cirkunov,2016-02-06,1,0,3,-3,1.666667,1.75,-2.539993,2.539993,20,-20,0,0,128,0,24,11,13,-13,-8.33333730697632e-02,8.33333730697632e-02,1,0,0,0,1,-1,0,0,167,0,167,-167
Devin Clark,Alex Nicholson,Alex Nicholson,2016-07-13,0,1,0,0,1.75,1.75,-10.15999,10.15999,20,-20,-5.080002,5.080002,165,1,22,11,11,-11,0,0,0,0,0,0,0,0,0,0,0,158,-158,158
Sam Alvey,Alex Nicholson,Sam Alvey,2016-11-05,1,0,4,-4,1.833333,1.75,-5.079987,5.079987,0,0,-5.080002,5.080002,40,0,51,11,40,-40,8.33333730697632e-02,-8.33333730697632e-02,2,1,1,0,1,-1,1,-1,70,115,-45,45
Jack Hermansson,Alex Nicholson,Jack Hermansson,2017-05-28,1,0,1,-1,2.875,1.75,-7.619995,7.619995,0,0,0,0,98,0,31,11,20,-20,1.125,-1.125,0,0,0,0,0,0,0,0,0,204,-204,204
Gilbert Burns,Alex Oliveira,Gilbert Burns,2015-03-21,1,0,1,-1,3.666667,1.833333,-2.539993,2.539993,0,0,-12.7,12.7,241,201,28,34,-6,6,1.83333337306976,-1.83333337306976,2,0,0,0,2,-2,0,0,147,0,147,-147
KJ Noons,Alex Oliveira,Alex Oliveira,2015-05-30,0,1,5,-5,1.444444,1.833333,-2.539993,2.539993,-15,15,-15.23999,15.23999,0,80,22,34,-12,12,-0.388888955116272,0.388888955116272,2,0,0,0,2,-2,0,0,409,70,339,-339
Joe Merritt,Alex Oliveira,Alex Oliveira,2015-06-27,0,1,4,-4,3.5,1.833333,2.540009,-2.540009,0,0,-10.03999,10.03999,150,623,9,34,-25,25,1.66666662693024,-1.66666662693024,0,1,0,0,-1,1,0,0,0,28,-28,28
Piotr Hallmann,Alex Oliveira,Alex Oliveira,2015-11-07,0,1,1,-1,3,1.833333,-5.080002,5.080002,-15,15,-12.7,12.7,210,180,24,34,-10,10,1.16666662693024,-1.16666662693024,0,2,1,0,-2,2,1,-1,140,133,7,-7
Donald Cerrone,Alex Oliveira,Donald Cerrone,2016-02-21,1,0,4,-4,2.117647,1.833333,5.080002,-5.080002,-15,15,-7.619995,7.619995,33,51,53,34,19,-19,0.284313797950745,-0.284313797950745,0,3,2,0,-3,3,2,-2,64,106,-42,42
James Moontasri,Alex Oliveira,Alex Oliveira,2016-07-23,0,1,0,0,1.8,1.833333,-2.539993,2.539993,0,0,-12.7,12.7,79,680,14,34,-20,20,-3.3333420753479e-02,3.3333420753479e-02,2,0,0,0,2,-2,0,0,252,153,99,-99
Will Brooks,Alex Oliveira,Alex Oliveira,2016-10-01,0,1,1,-1,4.5,1.833333,-2.539993,2.539993,-15,15,-10.15999,10.15999,225,491,22,34,-12,12,2.66666662693024,-2.66666662693024,1,1,0,0,0,0,0,0,85,70,15,-15
Tim Means,Alex Oliveira,Alex Oliveira,2017-03-11,0,1,4,-4,2.2,1.833333,7.62001,-7.62001,0,0,-2.539993,2.539993,121,289,48,34,14,-14,0.366666674613953,-0.366666674613953,3,2,0,0,1,-1,0,0,693,161,532,-532
Ryan LaFlare,Alex Oliveira,Alex Oliveira,2017-07-22,0,1,4,-4,4.666667,1.833333,5.080002,-5.080002,0,0,-5.079987,5.079987,260,1,17,34,-17,17,2.83333313465118,-2.83333313465118,1,3,0,0,-2,2,0,0,589,133,456,-456
Yancy Medeiros,Alex Oliveira,Yancy Medeiros,2017-12-02,1,0,1,-1,1.875,1.833333,-2.539993,2.539993,-15,15,-2.539993,2.539993,67,185,23,34,-11,11,4.16666269302368e-02,-4.16666269302368e-02,2,4,1,0,-2,2,1,-1,182,133,49,-49
Carlos Condit,Alex Oliveira,Alex Oliveira,2018-04-14,0,1,3,-3,2.285714,1.833333,7.62001,-7.62001,0,0,-2.539993,2.539993,171,224,46,34,12,-12,0.452381014823914,-0.452381014823914,0,0,1,1,0,0,0,0,105,133,-28,28
Gunnar Nelson,Alex Oliveira,Gunnar Nelson,2018-12-08,1,0,0,0,3.8,1.833333,0,0,0,0,-10.15999,10.15999,282,186,24,34,-10,10,1.96666657924652,-1.96666657924652,0,1,1,1,-1,1,0,0,510,238,272,-272
Nicolas Dalby,Alex Oliveira,Nicolas Dalby,2019-09-28,1,0,3,-3,5.5,1.833333,0,0,0,0,-5.079987,5.079987,328,236,26,34,-8,8,3.66666662693024,-3.66666662693024,0,0,0,1,0,0,-1,1,1120,294,826,-826
Max Griffin,Alex Oliveira,Alex Oliveira,2020-03-07,0,1,2,-2,1.9,1.833333,0,0,0,0,0,0,333,210,29,34,-5,5,6.66666030883789e-02,-6.66666030883789e-02,0,0,0,1,0,0,-1,1,147,161,-14,14
Randy Brown,Alex Oliveira,Randy Brown,2021-04-24,1,0,-3,3,3.4,1.833333,10.16,-10.16,0,0,5.080002,-5.080002,83,0,22,34,-12,12,1.56666672229767,-1.56666672229767,0,1,2,1,-1,1,1,-1,266,413,-147,147
Kevin Holland,Alex Oliveira,Kevin Holland,2022-03-05,1,0,-5,5,2.5,1.833333,10.16,-10.16,0,0,12.70001,-12.70001,15,22,35,34,1,-1,0.666666626930237,-0.666666626930237,0,0,0,1,0,0,-1,1,329,315,14,-14
Andreas Michailidis,Alex Pereira,Alex Pereira,2021-11-06,0,1,-1,1,2.166667,4,-10.15999,10.15999,-35,35,-7.62001,7.62001,239,4,19,10,9,-9,-1.83333325386047,1.83333325386047,0,0,0,0,0,0,0,0,0,0,0,0
Israel Adesanya,Alex Pereira,Alex Pereira,2022-11-12,0,1,-2,2,8,4,0,0,-20,20,2.539993,-2.539993,394,31,27,10,17,-17,4,-4,3,1,0,0,2,-2,0,0,133,371,-238,238
Israel Adesanya,Alex Pereira,Israel Adesanya,2023-04-08,1,0,-2,2,8,4,0,0,-20,20,2.539993,-2.539993,3,0,27,10,17,-17,4,-4,0,2,1,0,-2,2,1,-1,147,147,0,0
Jan Blachowicz,Alex Pereira,Alex Pereira,2023-07-29,0,1,4,-4,2.9,4,-5.079987,5.079987,0,0,-2.540009,2.540009,452,6,39,10,29,-29,-1.09999990463257,1.09999990463257,1,0,1,1,1,-1,0,0,441,112,329,-329
Carls John De Tomas,Alex Perez,Alex Perez,2017-12-09,0,1,-4,4,3,3.428571,-2.539993,2.539993,0,0,15.23999,-15.23999,55,218,8,31,-23,23,-0.428571462631226,0.428571462631226,0,0,0,0,0,0,0,0,0,0,0,0
Joseph Benavidez,Alex Perez,Joseph Benavidez,2018-11-30,1,0,8,-8,3.5,3.428571,-5.080002,5.080002,0,0,0,0,75,3,36,31,5,-5,7.14285373687744e-02,-7.14285373687744e-02,0,1,1,0,-1,1,1,-1,174,356,-182,182
Mark De La Rosa,Alex Perez,Alex Perez,2019-03-30,0,1,-3,3,2.2,3.428571,0,0,10,-10,0,0,0,494,16,31,-15,15,-1.22857141494751,1.22857141494751,2,0,0,1,2,-2,-1,1,140,120,20,-20
Jordan Espinosa,Alex Perez,Alex Perez,2020-01-25,0,1,3,-3,1.666667,3.428571,0,0,0,0,10.15999,-10.15999,0,93,24,31,-7,7,-1.76190483570099,1.76190483570099,0,1,0,1,-1,1,-1,1,175,301,-126,126
Jussier Formiga,Alex Perez,Alex Perez,2020-06-06,0,1,7,-7,2.875,3.428571,-2.539993,2.539993,0,0,5.079987,-5.079987,0,4,31,31,0,0,-0.553571462631226,0.553571462631226,0,2,0,1,-2,2,-1,1,84,133,-49,49
Deiveson Figueiredo,Alex Perez,Deiveson Figueiredo,2020-11-21,1,0,4,-4,7,3.428571,-2.539993,2.539993,0,0,7.619995,-7.619995,0,37,24,31,-7,7,3.57142853736877,-3.57142853736877,1,3,0,1,-2,2,-1,1,483,168,315,-315
Alexandre Pantoja,Alex Perez,Alexandre Pantoja,2022-07-30,1,0,2,-2,5.2,3.428571,-2.539993,2.539993,0,0,5.079987,-5.079987,66,0,31,31,0,0,1.77142834663391,-1.77142834663391,6,0,0,1,6,-6,-1,1,343,616,-273,273
Mike Perry,Alex Reyes,Mike Perry,2017-09-16,1,0,-4,4,1.75,3.25,-2.539993,2.539993,15,-15,-5.080002,5.080002,2,18,22,17,5,-5,-1.5,1.5,1,0,0,0,1,-1,0,0,343,0,343,-343
Charlie Campbell,Alex Reyes,Charlie Campbell,2023-09-16,1,0,-8,8,4,3.25,2.540009,-2.540009,0,0,-2.539993,2.539993,2,1,10,17,-7,7,0.75,-0.75,0,0,0,1,0,0,-1,1,0,2191,-2191,2191
Jeremy Kennedy,Alex Ricci,Jeremy Kennedy,2016-08-27,1,0,-11,11,11,2,0,0,-10,10,-2.660004,2.660004,670,88,12,15,-3,3,9,-9,0,0,0,0,0,0,0,0,0,0,0,0
Paul Felder,Alex Ricci,Paul Felder,2017-02-19,1,0,-2,2,2.833333,2,0,0,0,0,-5.199997,5.199997,3,0,23,15,8,-8,0.833333253860474,-0.833333253860474,0,0,1,0,0,0,1,-1,148,176,-28,28
Michael McDonald,Alex Soto,Michael McDonald,2011-11-19,1,0,-7,7,4.25,2.666667,2.539993,-2.539993,0,0,2.800003,-2.800003,7,0,21,11,10,-10,1.58333325386047,-1.58333325386047,0,0,0,0,0,0,0,0,0,0,0,0
Francisco Rivera,Alex Soto,Francisco Rivera,2012-05-15,1,0,2,-2,1.571429,2.666667,0,0,0,0,2.800003,-2.800003,1,55,18,11,7,-7,-1.09523820877075,1.09523820877075,0,0,0,1,0,0,-1,1,0,178,-178,178
Mark Hughes,Alex Stiebling,Mark Hughes,2000-11-17,1,0,,,3,1.727273,-12.70001,12.70001,0,0,-11,11,564,0,8,30,-22,22,1.27272725105286,-1.27272725105286,0,0,0,0,0,0,0,0,0,0,0,0
Masio Fullen,Alex Torres,Masio Fullen,2015-02-28,1,0,2,-2,1.571429,1.25,0,0,0,0,-2.199997,2.199997,98,195,18,9,9,-9,0.321428537368774,-0.321428537368774,0,0,0,0,0,0,0,0,0,0,0,0
Estevan Payan,Alex White,Alex White,2014-04-19,0,1,7,-7,1.333333,2.166667,-5.080002,5.080002,-10,10,-2.339996,2.339996,0,3,28,19,9,-9,-0.833333373069763,0.833333373069763,0,0,1,0,0,0,1,-1,112,0,112,-112
Lucas Martins,Alex White,Lucas Martins,2014-07-16,1,0,0,0,6.333333,2.166667,0,0,-10,10,2.540009,-2.540009,16,0,22,19,3,-3,4.16666674613953,-4.16666674613953,0,1,0,0,-1,1,0,0,0,88,-88,88
Clay Collard,Alex White,Clay Collard,2014-12-06,1,0,-5,5,2,2.166667,-2.540009,2.540009,-10,10,5.080002,-5.080002,152,80,21,19,2,-2,-0.166666746139526,0.166666746139526,0,0,1,1,0,0,0,0,105,143,-38,38
Artem Lobov,Alex White,Alex White,2016-02-06,0,1,2,-2,0.8666667,2.166667,-7.62001,7.62001,-10,10,-15.23999,15.23999,201,68,28,19,9,-9,-1.30000007152557,1.30000007152557,0,0,0,1,0,0,-1,1,0,427,-427,427
Anthony Rocco Martin,Alex White,Anthony Rocco Martin,2017-01-15,1,0,-1,1,2.833333,2.166667,0,0,15,-15,5.080002,-5.080002,744,40,23,19,4,-4,0.666666507720947,-0.666666507720947,0,1,0,1,-1,1,-1,1,666,344,322,-322
Mitch Clarke,Alex White,Alex White,2017-09-09,0,1,3,-3,2.2,2.166667,-5.080002,5.080002,0,0,5.080002,-5.080002,26,15,16,19,-3,3,3.33333015441895e-02,-3.33333015441895e-02,0,0,0,1,0,0,-1,1,429,237,192,-192
James Krause,Alex White,James Krause,2018-01-14,1,0,2,-2,3.111111,2.166667,5.080002,-5.080002,15,-15,5.080002,-5.080002,609,53,37,19,18,-18,0.944444417953491,-0.944444417953491,0,1,0,1,-1,1,-1,1,1051,127,924,-924
