l_FullName,r_FullName,w_FullName,l_win,r_win,l_seniority,l_w/l_ratio,l_height_dif_cm,l_weight_dif_lb,l_reach_dif_cm,l_total_fights_dif,l_stance_pair,r_seniority,r_w/l_ratio,r_height_dif_cm,r_weight_dif_lb,r_reach_dif_cm,r_total_fights_dif,r_stance_pair,weight_class,l_win_difference,r_win_difference
Lorenz Larkin,Santiago Ponzinibbio,Lorenz Larkin,1,0,0,3,-2.540009,0,-2.539993,-13,Orthodox vs Orthodox,0,4.285714,2.540009,0,2.539993,13,Orthodox vs Orthodox,Welterweight,-1.2857141494751,1.2857141494751
Lorenz Larkin,Albert Tumenov,Albert Tumenov,0,1,5,3,0,0,-2.539993,2,Orthodox vs Orthodox,-5,4.5,0,0,2.539993,-2,Orthodox vs Orthodox,Welterweight,-1.5,1.5
Lorenz Larkin,Neil Magny,Lorenz Larkin,1,0,0,3,-10.16,0,-20.31999,-16,Orthodox vs Orthodox,0,2.333333,10.16,0,20.31999,16,Orthodox vs Orthodox,Welterweight,0.666666746139526,-0.666666746139526
Lorenz Larkin,Jorge Masvidal,Lorenz Larkin,1,0,-2,3,0,0,-5.080002,-28,Orthodox vs Orthodox,2,2.058824,0,0,5.080002,28,Orthodox vs Orthodox,Welterweight,0.941176414489746,-0.941176414489746
Louis Cosce,Sasha Palatnikov,Sasha Palatnikov,0,1,-6,3.5,-10.16,0,-2.540009,-1,Orthodox vs Switch,6,1.5,10.16,0,2.540009,1,Switch vs Orthodox,Welterweight,2,-2
Louis Cosce,Trevin Giles,Trevin Giles,0,1,-3,3.5,-7.62001,0,-7.62001,-12,Orthodox vs Orthodox,3,3.2,7.62001,0,7.62001,12,Orthodox vs Orthodox,Welterweight,0.299999952316284,-0.299999952316284
Louis Gaudinot,Kyoji Horiguchi,Kyoji Horiguchi,0,1,6,2,-5.080002,0,-7.619995,-9,Orthodox vs Orthodox,-6,9.5,5.080002,0,7.619995,9,Orthodox vs Orthodox,Flyweight,-7.5,7.5
Louis Gaudinot,John Lineker,Louis Gaudinot,1,0,6,2,0,-10,-10.15999,-28,Orthodox vs Orthodox,-6,3.444444,0,10,10.15999,28,Orthodox vs Orthodox,Flyweight,-1.44444441795349,1.44444441795349
Louis Smolka,Richie Vaculik,Louis Smolka,1,0,-8,1.888889,7.619995,10,-2.539993,12,Orthodox vs Orthodox,8,2.5,-7.619995,-10,2.539993,-12,Orthodox vs Orthodox,Flyweight,-0.611111164093018,0.611111164093018
Lowell Anderson,John Lewis,John Lewis,0,1,,0,-15.24001,5,-7,-6,Orthodox vs Southpaw,,0.75,15.24001,-5,7,6,Southpaw vs Orthodox,Middleweight,-0.75,0.75
Luan Chagas,Jim Wallhead,Luan Chagas,1,0,-10,5,5.080002,0,10.5,-22,Orthodox vs Orthodox,10,2.636364,-5.080002,0,-10.5,22,Orthodox vs Orthodox,Welterweight,2.36363625526428,-2.36363625526428
Luan Chagas,Erick Silva,Erick Silva,0,1,-9,5,0,0,2.539993,-10,Orthodox vs Orthodox,9,2.111111,0,0,-2.539993,10,Orthodox vs Orthodox,Welterweight,2.88888883590698,-2.88888883590698
Luan Lacerda,Cody Stamann,Cody Stamann,0,1,-3,4,2.539993,0,17.78,-12,Orthodox vs Orthodox,3,3.5,-2.539993,0,-17.78,12,Orthodox vs Orthodox,Bantamweight,0.5,-0.5
Luana Carolina,Ariane Lipski,Ariane Lipski,0,1,1,2.25,0,0,5.080002,-11,Orthodox vs Orthodox,-1,2,0,0,-5.080002,11,Orthodox vs Orthodox,"Women's Flyweight",0.25,-0.25
Luana Carolina,Ivana Petrovic,Luana Carolina,1,0,1,2.25,-5.080002,0,-2.540009,6,Orthodox vs Southpaw,-1,6,5.080002,0,2.540009,-6,Southpaw vs Orthodox,"Women's Flyweight",-3.75,3.75
Luana Carolina,Loopy Godinez,Luana Carolina,1,0,0,2.25,10.16,10,20.31999,-1,Orthodox vs Orthodox,0,3.666667,-10.16,-10,-20.31999,1,Orthodox vs Orthodox,"Women's Flyweight",-1.41666674613953,1.41666674613953
Luana Carolina,Joanne Wood,Joanne Wood,0,1,-8,2.25,0,0,10.15999,-11,Orthodox vs Orthodox,8,2,0,0,-10.15999,11,Orthodox vs Orthodox,"Women's Flyweight",0.25,-0.25
Luana Carolina,Molly McCann,Molly McCann,0,1,-3,2.25,5.080002,0,17.78,-6,Orthodox vs Orthodox,3,2.166667,-5.080002,0,-17.78,6,Orthodox vs Orthodox,"Women's Flyweight",8.33332538604736e-02,-8.33332538604736e-02
Luana Pinheiro,Michelle Waterson-Gomez,Luana Pinheiro,1,0,-7,11,-2.540009,0,0,-18,Orthodox vs Orthodox,7,1.5,2.540009,0,0,18,Orthodox vs Orthodox,"Women's Strawweight",9.5,-9.5
Lucas Alexander,Steven Peterson,Lucas Alexander,1,0,-5,2.666667,2.539993,0,7.619995,-19,Orthodox vs Orthodox,5,1.727273,-2.539993,0,-7.619995,19,Orthodox vs Orthodox,Featherweight,0.939393997192383,-0.939393997192383
Lucas Alexander,Joanderson Brito,Joanderson Brito,0,1,0,2.666667,7.619995,0,2.539993,-7,Orthodox vs Orthodox,0,5,-7.619995,0,-2.539993,7,Orthodox vs Orthodox,Featherweight,-2.33333325386047,2.33333325386047
Lucas Almeida,Pat Sabatini,Pat Sabatini,0,1,0,7,7.619995,0,2.539993,-6,Orthodox vs Orthodox,0,4.5,-7.619995,0,-2.539993,6,Orthodox vs Orthodox,Featherweight,2.5,-2.5
Lucas Almeida,Michael Trizano,Lucas Almeida,1,0,1,7,0,0,0,2,Orthodox vs Orthodox,-1,3.666667,0,0,0,-2,Orthodox vs Orthodox,Featherweight,3.33333325386047,-3.33333325386047
Lucas Martins,Robert Whiteford,Lucas Martins,1,0,-5,6.333333,7.62001,0,7.62001,4,Southpaw vs Southpaw,5,3.5,-7.62001,0,-7.62001,-4,Southpaw vs Southpaw,Featherweight,2.83333349227905,-2.83333349227905
Lucas Martins,Alex White,Lucas Martins,1,0,0,6.333333,0,-10,2.540009,3,Southpaw vs Southpaw,0,2.166667,0,10,-2.540009,-3,Southpaw vs Southpaw,Featherweight,4.16666674613953,-4.16666674613953
Lucie Pudilova,Antonina Shevchenko,Antonina Shevchenko,0,1,-9,1.75,0,10,0,8,Orthodox vs Southpaw,9,2.5,0,-10,0,-8,Southpaw vs Orthodox,"Women's Flyweight",-0.75,0.75
Lucie Pudilova,Wu Yanan,Lucie Pudilova,1,0,2,1.75,0,0,2.539993,3,Orthodox vs Orthodox,-2,2.166667,0,0,-2.539993,-3,Orthodox vs Orthodox,"Women's Bantamweight",-0.416666746139526,0.416666746139526
Lucie Pudilova,Ji Yeon Kim,Lucie Pudilova,1,0,-4,1.75,2.540009,10,-12.70001,6,Orthodox vs Orthodox,4,1.285714,-2.540009,-10,12.70001,-6,Orthodox vs Orthodox,"Women's Bantamweight",0.464285731315613,-0.464285731315613
Lucio Linhares,Rousimar Palhares,Rousimar Palhares,0,1,7,2.375,15.24001,15,7.660004,0,Orthodox vs Orthodox,-7,2.375,-15.24001,-15,-7.660004,0,Orthodox vs Orthodox,Middleweight,0,0
Lucio Linhares,Yushin Okami,Yushin Okami,0,1,8,2.375,0,15,-2.5,-19,Orthodox vs Southpaw,-8,2.833333,0,-15,2.5,19,Southpaw vs Orthodox,Middleweight,-0.458333253860474,0.458333253860474
Ludovit Klein,Nate Landwehr,Nate Landwehr,0,1,-7,5,-5.080002,10,0,2,Southpaw vs Orthodox,7,3.4,5.080002,-10,0,-2,Orthodox vs Southpaw,Featherweight,1.59999990463257,-1.59999990463257
Ludovit Klein,Devonte Smith,Ludovit Klein,1,0,-1,5,-5.080002,0,-10.15999,9,Southpaw vs Orthodox,1,2.75,5.080002,0,10.15999,-9,Orthodox vs Southpaw,Lightweight,2.25,-2.25
Ludovit Klein,Shane Young,Ludovit Klein,1,0,-2,5,-2.540009,10,0,3,Southpaw vs Orthodox,2,1.625,2.540009,-10,0,-3,Orthodox vs Southpaw,Featherweight,3.375,-3.375
Ludovit Klein,Michael Trizano,Michael Trizano,0,1,-3,5,-10.16,10,2.540009,10,Southpaw vs Orthodox,3,3.666667,10.16,-10,-2.540009,-10,Orthodox vs Southpaw,Featherweight,1.33333325386047,-1.33333325386047
Luigi Fioravanti,Anthony Johnson,Anthony Johnson,0,1,4,1.733333,-15.24001,-35,-20.31999,13,Orthodox vs Orthodox,-4,3.666667,15.24001,35,20.31999,-13,Orthodox vs Orthodox,Welterweight,-1.93333339691162,1.93333339691162
Luigi Fioravanti,Chris Leben,Chris Leben,0,1,0,1.733333,-7.619995,-15,-7.619995,8,Orthodox vs Southpaw,0,2,7.619995,15,7.619995,-8,Southpaw vs Orthodox,Middleweight,-0.266666650772095,0.266666650772095
Luigi Fioravanti,Forrest Petz,Forrest Petz,0,1,-5,1.733333,-2.539993,0,-2.539993,5,Orthodox vs Orthodox,5,2.6,2.539993,0,2.539993,-5,Orthodox vs Orthodox,Welterweight,-0.866666555404663,0.866666555404663
Luigi Fioravanti,Jon Fitch,Jon Fitch,0,1,-3,1.733333,-10.16,0,-10.16,4,Orthodox vs Orthodox,3,4.285714,10.16,0,10.16,-4,Orthodox vs Orthodox,Welterweight,-2.55238080024719,2.55238080024719
Luigi Fioravanti,Diego Sanchez,Diego Sanchez,0,1,1,1.733333,-5.080002,0,-5.080002,-3,Orthodox vs Southpaw,-1,2.384615,5.080002,0,5.080002,3,Southpaw vs Orthodox,Welterweight,-0.651282072067261,0.651282072067261
Luigi Fioravanti,Dave Menne,Luigi Fioravanti,1,0,-7,1.733333,-5.080002,0,-2.199997,-21,Orthodox vs Orthodox,7,2.647059,5.080002,0,2.199997,21,Orthodox vs Orthodox,Welterweight,-0.91372537612915,0.91372537612915
Luigi Fioravanti,Solomon Hutcherson,Luigi Fioravanti,1,0,-8,1.733333,-7.619995,-15,-5.199997,23,Orthodox vs Southpaw,8,1.571429,7.619995,15,5.199997,-23,Southpaw vs Orthodox,Middleweight,0.161904811859131,-0.161904811859131
Luigi Vendramini,Elizeu Zaleski dos Santos,Elizeu Zaleski dos Santos,0,1,-9,3,-7.619995,-15,0,-19,Orthodox vs Orthodox,9,3.428571,7.619995,15,0,19,Orthodox vs Orthodox,Welterweight,-0.428571462631226,0.428571462631226
Luigi Vendramini,Fares Ziam,Fares Ziam,0,1,1,3,-12.7,0,-5.080002,-6,Orthodox vs Orthodox,-1,3.5,12.7,0,5.080002,6,Orthodox vs Orthodox,Lightweight,-0.5,0.5
Luis Henrique,Marcin Tybura,Marcin Tybura,0,1,-8,2,-2.539993,-6,-10.15999,-17,Orthodox vs Orthodox,8,3,2.539993,6,10.15999,17,Orthodox vs Orthodox,Heavyweight,-1,1
Luis Henrique,Francis Ngannou,Francis Ngannou,0,1,-7,2,-5.079987,-7,-22.86,-5,Orthodox vs Orthodox,7,5.666667,5.079987,7,22.86,5,Orthodox vs Orthodox,Heavyweight,-3.66666650772095,3.66666650772095
Luis Henrique,Ryan Spann,Ryan Spann,0,1,-2,2,-7.619995,38,-12.7,-15,Orthodox vs Orthodox,2,2.333333,7.619995,-38,12.7,15,Orthodox vs Orthodox,Light Heavyweight,-0.333333253860474,0.333333253860474
Luis Henrique,Dmitrii Smoliakov,Luis Henrique,1,0,-11,2,0,-10,0,3,Orthodox vs Switch,11,3,0,10,0,-3,Switch vs Orthodox,Heavyweight,-1,1
Luis Pena,Michael Trizano,Michael Trizano,0,1,-1,3,10.16,10,10.16,-2,Southpaw vs Orthodox,1,3.666667,-10.16,-10,-10.16,2,Orthodox vs Southpaw,Lightweight,-0.666666746139526,0.666666746139526
Luis Pena,Richie Smullen,Luis Pena,1,0,-1,3,15.24001,0,17.78,8,Southpaw vs Orthodox,1,3,-15.24001,0,-17.78,-8,Orthodox vs Southpaw,Lightweight,0,0
Luis Pena,Khama Worthy,Khama Worthy,0,1,-7,3,10.16,0,2.539993,-13,Southpaw vs Orthodox,7,1.777778,-10.16,0,-2.539993,13,Orthodox vs Southpaw,Lightweight,1.22222220897675,-1.22222220897675
Luis Pena,Matt Wiman,Luis Pena,1,0,-10,3,12.7,0,17.78,-14,Southpaw vs Orthodox,10,1.6,-12.7,0,-17.78,14,Orthodox vs Southpaw,Lightweight,1.39999997615814,-1.39999997615814
Luis Pena,Steven Peterson,Luis Pena,1,0,-3,3,12.7,10,12.7,-18,Southpaw vs Orthodox,3,1.727273,-12.7,-10,-12.7,18,Orthodox vs Southpaw,Featherweight,1.27272725105286,-1.27272725105286
Luis Ramos,Erick Silva,Erick Silva,0,1,3,2,-10.16,0,-12.96001,2,Orthodox vs Orthodox,-3,2.111111,10.16,0,12.96001,-2,Orthodox vs Orthodox,Welterweight,-0.111111164093018,0.111111164093018
Luis Saldana,Bruno Souza,Luis Saldana,1,0,5,2.285714,2.539993,0,7.619995,10,Orthodox vs Orthodox,-5,3.333333,-2.539993,0,-7.619995,-10,Orthodox vs Orthodox,Featherweight,-1.0476188659668,1.0476188659668
Luiz Cane,Steve Cantwell,Luiz Cane,1,0,5,2.428571,0,0,5.080002,11,Southpaw vs Orthodox,-5,1.166667,0,0,-5.080002,-11,Orthodox vs Southpaw,Light Heavyweight,1.26190483570099,-1.26190483570099
Luiz Cane,Cyrille Diabate,Cyrille Diabate,0,1,-7,2.428571,-10.15999,-20,-10.16,-5,Southpaw vs Southpaw,7,1.9,10.15999,20,10.16,5,Southpaw vs Southpaw,Light Heavyweight,0.528571486473083,-0.528571486473083
Luiz Cane,Stanislav Nedkov,Stanislav Nedkov,0,1,1,2.428571,7.62001,-20,15.24001,10,Southpaw vs Orthodox,-1,6,-7.62001,20,-15.24001,-10,Orthodox vs Southpaw,Light Heavyweight,-3.57142853736877,3.57142853736877
Luiz Cane,Jason Lambert,Luiz Cane,1,0,-6,2.428571,-2.539993,0,5.080002,-15,Southpaw vs Orthodox,6,2,2.539993,0,-5.080002,15,Orthodox vs Southpaw,Light Heavyweight,0.428571462631226,-0.428571462631226
Luiz Cane,James Irvin,James Irvin,0,1,-3,2.428571,0,-20,5.080002,-3,Southpaw vs Orthodox,3,1.7,0,20,-5.080002,3,Orthodox vs Southpaw,Light Heavyweight,0.72857141494751,-0.72857141494751
Luiz Cane,Eliot Marshall,Luiz Cane,1,0,-1,2.428571,0,-20,0,10,Southpaw vs Orthodox,1,2.5,0,20,0,-10,Orthodox vs Southpaw,Light Heavyweight,-7.14285373687744e-02,7.14285373687744e-02
Luiz Cane,Rameau Thierry Sokoudjou,Luiz Cane,1,0,3,2.428571,10.16,-20,-2.539993,-12,Southpaw vs Orthodox,-3,1,-10.16,20,2.539993,12,Orthodox vs Southpaw,Light Heavyweight,1.42857146263123,-1.42857146263123
Luiz Cane,Rogerio Nogueira,Rogerio Nogueira,0,1,-5,2.428571,0,-20,5.080002,-9,Southpaw vs Southpaw,5,2.3,0,20,-5.080002,9,Southpaw vs Southpaw,Light Heavyweight,0.128571510314941,-0.128571510314941
Luiz Dutra,Kiichi Kunimoto,Kiichi Kunimoto,0,1,-1,2.166667,2.539993,0,2.660004,-6,Orthodox vs Orthodox,1,2.571429,-2.539993,0,-2.660004,6,Orthodox vs Orthodox,Welterweight,-0.404761791229248,0.404761791229248
Lukasz Brzeski,Karl Williams,Karl Williams,0,1,-3,2,2.539993,1,-2.540009,2,Orthodox vs Orthodox,3,9,-2.539993,-1,2.540009,-2,Orthodox vs Orthodox,Heavyweight,-7,7
Lukasz Brzeski,Martin Buday,Martin Buday,0,1,0,2,0,-29,2.539993,-2,Orthodox vs Orthodox,0,13,0,29,-2.539993,2,Orthodox vs Orthodox,Heavyweight,-11,11
Lukasz Brzeski,Waldo Cortes-Acosta,Waldo Cortes-Acosta,0,1,0,2,0,-24,0,1,Orthodox vs Orthodox,0,10,0,24,0,-1,Orthodox vs Orthodox,Heavyweight,-8,8
Luke Barnatt,Mark Munoz,Mark Munoz,0,1,-10,3.25,15.23999,0,15.24001,-3,Orthodox vs Orthodox,10,2.333333,-15.23999,0,-15.24001,3,Orthodox vs Orthodox,Middleweight,0.916666746139526,-0.916666746139526
Luke Barnatt,Andrew Craig,Luke Barnatt,1,0,-2,3.25,12.7,15,2.540009,4,Orthodox vs Orthodox,2,2.25,-12.7,-15,-2.540009,-4,Orthodox vs Orthodox,Middleweight,1,-1
Luke Barnatt,Collin Hart,Luke Barnatt,1,0,2,3.25,12.7,0,6.580002,8,Orthodox vs Orthodox,-2,2,-12.7,0,-6.580002,-8,Orthodox vs Orthodox,Middleweight,1.25,-1.25
Luke Barnatt,Mats Nilsson,Luke Barnatt,1,0,-5,3.25,12.7,15,7.580002,2,Orthodox vs Orthodox,5,2.75,-12.7,-15,-7.580002,-2,Orthodox vs Orthodox,Middleweight,0.5,-0.5
Luke Barnatt,Roger Narvaez,Roger Narvaez,0,1,-5,3.25,7.619995,0,-0.4199982,6,Orthodox vs Southpaw,5,2.666667,-7.619995,0,0.4199982,-6,Southpaw vs Orthodox,Middleweight,0.583333253860474,-0.583333253860474
Luke Barnatt,Sean Strickland,Sean Strickland,0,1,3,3.25,12.7,0,2.540009,-16,Orthodox vs Orthodox,-3,5.6,-12.7,0,-2.540009,16,Orthodox vs Orthodox,Middleweight,-2.34999990463257,2.34999990463257
Luke Caudillo,Nate Mohr,Nate Mohr,0,1,2,1,-5.080002,0,-20.88,18,Orthodox vs Orthodox,-2,1.285714,5.080002,0,20.88,-18,Orthodox vs Orthodox,Lightweight,-0.285714268684387,0.285714268684387
Luke Cummo,Tamdan McCrory,Tamdan McCrory,0,1,7,1,-10.15999,-15,-5.079987,-7,Orthodox vs Switch,-7,2.8,10.15999,15,5.079987,7,Switch vs Orthodox,Welterweight,-1.79999995231628,1.79999995231628
Luke Cummo,Jonathan Goulet,Jonathan Goulet,0,1,0,1,0,0,2.540009,-23,Orthodox vs Orthodox,0,1.916667,0,0,-2.540009,23,Orthodox vs Orthodox,Welterweight,-0.916666626930237,0.916666626930237
Luke Cummo,Josh Haynes,Luke Cummo,1,0,-3,1,7.62001,0,9.960007,-13,Orthodox vs Orthodox,3,1.272727,-7.62001,0,-9.960007,13,Orthodox vs Orthodox,Welterweight,-0.272727251052856,0.272727251052856
Luke Cummo,Jason Von Flue,Luke Cummo,1,0,-5,1,0,0,2.960007,-14,Orthodox vs Orthodox,5,1.166667,0,0,-2.960007,14,Orthodox vs Orthodox,Welterweight,-0.166666626930237,0.166666626930237
Luke Cummo,Joe Stevenson,Joe Stevenson,0,1,2,1,12.70001,25,10.16,-37,Orthodox vs Orthodox,-2,2.0625,-12.70001,-25,-10.16,37,Orthodox vs Orthodox,Welterweight,-1.0625,1.0625
Luke Cummo,Edilberto de Oliveira,Luke Cummo,1,0,3,1,0,0,1.960007,-32,Orthodox vs Orthodox,-3,1.933333,0,0,-1.960007,32,Orthodox vs Orthodox,Welterweight,-0.933333277702332,0.933333277702332
Luke Cummo,Luigi Fioravanti,Luigi Fioravanti,0,1,0,1,10.16,0,10.16,-29,Orthodox vs Orthodox,0,1.733333,-10.16,0,-10.16,29,Orthodox vs Orthodox,Welterweight,-0.733333349227905,0.733333349227905
Luke Jumeau,Dhiego Lima,Dhiego Lima,0,1,1,2.6,-7.62001,0,-7.619995,-8,Orthodox vs Orthodox,-1,1.888889,7.62001,0,7.619995,8,Orthodox vs Orthodox,Welterweight,0.711111068725586,-0.711111068725586
Luke Jumeau,Dominique Steele,Luke Jumeau,1,0,0,2.6,2.539993,0,-5.080002,-5,Orthodox vs Orthodox,0,1.555556,-2.539993,0,5.080002,5,Orthodox vs Orthodox,Welterweight,1.04444432258606,-1.04444432258606
Luke Rockhold,Chris Weidman,Luke Rockhold,1,0,0,2.666667,2.539993,0,-2.539993,0,Southpaw vs Orthodox,0,2.142857,-2.539993,0,2.539993,0,Orthodox vs Southpaw,Middleweight,0.523809671401978,-0.523809671401978
Luke Rockhold,Yoel Romero,Yoel Romero,0,1,-7,2.666667,7.619995,0,10.16,4,Southpaw vs Southpaw,7,2.6,-7.619995,0,-10.16,-4,Southpaw vs Southpaw,Middleweight,6.6666841506958e-02,-6.6666841506958e-02
Luke Sanders,Rani Yahya,Rani Yahya,0,1,-1,2.6,0,0,0,-21,Southpaw vs Orthodox,1,2.545455,0,0,0,21,Orthodox vs Southpaw,Bantamweight,5.45454025268555e-02,-5.45454025268555e-02
Luke Sanders,Andre Soukhamthath,Andre Soukhamthath,0,1,2,2.6,-7.619995,0,-7.62001,-3,Southpaw vs Orthodox,-2,1.625,7.619995,0,7.62001,3,Orthodox vs Southpaw,Bantamweight,0.974999904632568,-0.974999904632568
Luke Sanders,Patrick Williams,Luke Sanders,1,0,-4,2.6,-5.080002,0,-15.24001,4,Southpaw vs Orthodox,4,1.333333,5.080002,0,15.24001,-4,Orthodox vs Southpaw,Bantamweight,1.26666653156281,-1.26666653156281
Lyman Good,Demian Maia,Demian Maia,0,1,-8,3.5,-2.539993,0,5.080002,-12,Orthodox vs Southpaw,8,2.545455,2.539993,0,-5.080002,12,Southpaw vs Orthodox,Welterweight,0.954545497894287,-0.954545497894287
Lyman Good,Chance Rencountre,Lyman Good,1,0,2,3.5,-5.080002,0,-2.539993,9,Orthodox vs Southpaw,-2,3.5,5.080002,0,2.539993,-9,Southpaw vs Orthodox,Welterweight,0,0
Lyman Good,Ben Saunders,Lyman Good,1,0,-2,3.5,-5.080002,0,-7.619995,-8,Orthodox vs Orthodox,2,1.692308,5.080002,0,7.619995,8,Orthodox vs Orthodox,Welterweight,1.80769228935242,-1.80769228935242
Lyman Good,Elizeu Zaleski dos Santos,Elizeu Zaleski dos Santos,0,1,2,3.5,2.540009,0,2.540009,-4,Orthodox vs Orthodox,-2,3.428571,-2.540009,0,-2.540009,4,Orthodox vs Orthodox,Welterweight,7.14285373687744e-02,-7.14285373687744e-02
Lyman Good,Belal Muhammad,Belal Muhammad,0,1,4,3.5,2.540009,0,5.080002,1,Orthodox vs Orthodox,-4,7.666667,-2.540009,0,-5.080002,-1,Orthodox vs Orthodox,Welterweight,-4.16666650772095,4.16666650772095
Lyoto Machida,Mark Munoz,Lyoto Machida,1,0,0,3,2.539993,0,7.62001,12,Southpaw vs Orthodox,0,2.333333,-2.539993,0,-7.62001,-12,Orthodox vs Southpaw,Middleweight,0.666666746139526,-0.666666746139526
Lyoto Machida,Chris Weidman,Chris Weidman,0,1,6,3,-2.540009,0,-10.15999,10,Southpaw vs Orthodox,-6,2.142857,2.540009,0,10.15999,-10,Orthodox vs Southpaw,Middleweight,0.857142925262451,-0.857142925262451
Lyoto Machida,Mauricio Rua,Mauricio Rua,0,1,3,3,0,-20,-5.079987,-9,Southpaw vs Orthodox,-3,1.928571,0,20,5.079987,9,Orthodox vs Southpaw,Light Heavyweight,1.07142853736877,-1.07142853736877
Lyoto Machida,Yoel Romero,Yoel Romero,0,1,-1,3,2.539993,0,2.540009,14,Southpaw vs Southpaw,1,2.6,-2.539993,0,-2.540009,-14,Southpaw vs Southpaw,Middleweight,0.400000095367432,-0.400000095367432
Lyoto Machida,Gegard Mousasi,Lyoto Machida,1,0,7,3,-2.540009,0,-5.079987,-16,Southpaw vs Orthodox,-7,7,2.540009,0,5.079987,16,Orthodox vs Southpaw,Middleweight,-4,4
Lyoto Machida,Mauricio Rua,Lyoto Machida,1,0,4,3,0,-20,-5.079987,-9,Southpaw vs Orthodox,-4,1.928571,0,20,5.079987,9,Orthodox vs Southpaw,Light Heavyweight,1.07142853736877,-1.07142853736877
Lyoto Machida,Kazuhiro Nakamura,Lyoto Machida,1,0,1,3,5.080002,-20,10.16,-2,Southpaw vs Orthodox,-1,1.615385,-5.080002,20,-10.16,2,Orthodox vs Southpaw,Light Heavyweight,1.38461542129517,-1.38461542129517
Lyoto Machida,Luke Rockhold,Luke Rockhold,0,1,6,3,-5.080002,0,-7.619995,10,Southpaw vs Southpaw,-6,2.666667,5.080002,0,7.619995,-10,Southpaw vs Southpaw,Middleweight,0.333333253860474,-0.333333253860474
Lyoto Machida,Rameau Thierry Sokoudjou,Lyoto Machida,1,0,6,3,7.619995,-20,-10.15999,-4,Southpaw vs Orthodox,-6,1,-7.619995,20,10.15999,4,Orthodox vs Southpaw,Light Heavyweight,2,-2
Lyoto Machida,Tito Ortiz,Lyoto Machida,1,0,-4,3,-5.080002,-20,0,1,Southpaw vs Orthodox,4,1.583333,5.080002,20,0,-1,Orthodox vs Southpaw,Light Heavyweight,1.41666662693024,-1.41666662693024
Lyoto Machida,Thiago Silva,Lyoto Machida,1,0,4,3,-2.540009,-20,0,7,Southpaw vs Orthodox,-4,3.166667,2.540009,20,0,-7,Orthodox vs Southpaw,Light Heavyweight,-0.166666746139526,0.166666746139526
Mac Danzig,Josh Neer,Josh Neer,0,1,4,1.75,-7.619995,-15,-5.080002,-19,Orthodox vs Orthodox,-4,2.25,7.619995,15,5.080002,19,Orthodox vs Orthodox,Lightweight,-0.5,0.5
Mac Danzig,Tommy Speer,Mac Danzig,1,0,4,1.75,-5.080002,-15,-2.539993,5,Orthodox vs Orthodox,-4,3,5.080002,15,2.539993,-5,Orthodox vs Orthodox,Welterweight,-1.25,1.25
Mac Danzig,Takanori Gomi,Takanori Gomi,0,1,-2,1.75,2.540009,0,0,-16,Orthodox vs Southpaw,2,2.5,-2.540009,0,0,16,Southpaw vs Orthodox,Lightweight,-0.75,0.75
Mac Danzig,Clay Guida,Clay Guida,0,1,2,1.75,2.540009,0,0,-25,Orthodox vs Orthodox,-2,1.9,-2.540009,0,0,25,Orthodox vs Orthodox,Lightweight,-0.149999976158142,0.149999976158142
Mac Danzig,Matt Wiman,Matt Wiman,0,1,4,1.75,-5.080002,0,5.080002,7,Orthodox vs Orthodox,-4,1.6,5.080002,0,-5.080002,-7,Orthodox vs Orthodox,Lightweight,0.149999976158142,-0.149999976158142
Mac Danzig,Jim Miller,Jim Miller,0,1,4,1.75,0,0,-2.539993,-20,Orthodox vs Southpaw,-4,2.117647,0,0,2.539993,20,Southpaw vs Orthodox,Lightweight,-0.367647171020508,0.367647171020508
