l_FullName,r_FullName,w_FullName,l_knockdowns,l_total_strikes_att,l_total_strikes_succ,l_sig_strikes_att,l_sig_strikes_succ,l_takedown_att,l_takedown_succ,l_submission_att,l_reversals,r_knockdowns,r_total_strikes_att,r_total_strikes_succ,r_sig_strikes_att,r_sig_strikes_succ,r_takedown_att,r_takedown_succ,r_submission_att,r_reversals,l_ctrl_time_sec,r_ctrl_time_sec,result,num_rounds,finish_round,finish_time,l_win,r_win,l_win_difference,r_win_difference
Alex Caceres,Motonobu Tezuka,Alex Caceres,0,143,83,124,64,0,0,0,0,0,108,40,75,22,12,2,0,0,71,224,Decision,3,3,5:00,1,0,-0.833333253860474,0.833333253860474
Alex Caceres,Cole Miller,Alex Caceres,1,167,108,156,97,5,5,0,1,0,134,39,127,33,3,3,1,0,181,152,Decision,3,3,5:00,1,0,-0.409090876579285,0.409090876579285
Alex Caceres,Julian Erosa,Alex Caceres,1,30,16,30,16,0,0,0,0,0,22,10,22,10,0,0,0,0,5,0,KO/TKO,3,1,3:04,1,0,-0.833333253860474,0.833333253860474
Alex Caceres,Daniel Pineda,Alex Caceres,0,128,86,99,60,2,1,0,1,0,74,43,56,27,11,3,1,1,266,237,Decision,3,3,5:00,1,0,-0.366666674613953,0.366666674613953
Alex Caceres,Damacio Page,Alex Caceres,0,21,16,12,9,0,0,3,1,0,76,56,22,7,2,2,0,1,13,327,Submission,3,2,1:27,1,0,-0.399999976158142,0.399999976158142
Alex Caceres,Francisco Rivera,Francisco Rivera,0,5,0,5,0,0,0,0,0,1,9,5,9,5,0,0,0,0,3,0,KO/TKO,3,1,0:21,0,1,-7.14285373687744e-02,7.14285373687744e-02
Alex Caceres,Cole Escovedo,Alex Caceres,0,182,110,174,102,0,0,1,0,0,63,28,58,24,4,2,0,0,51,116,Decision,3,3,5:00,1,0,-0.388888835906982,0.388888835906982
Alex Caceres,Edwin Figueroa,Edwin Figueroa,0,113,76,89,55,1,1,7,0,1,95,53,81,41,0,0,0,0,364,140,Decision,3,3,5:00,0,1,-0.299999952316284,0.299999952316284
Alex Caceres,Rolando Dy,Alex Caceres,1,99,56,93,51,0,0,1,0,0,66,21,65,20,4,1,0,0,108,85,KO/TKO,3,2,5:00,1,0,0.214285731315613,-0.214285731315613
Alex Caceres,Sodiq Yusuff,Sodiq Yusuff,0,143,71,138,66,3,1,0,0,0,133,74,123,64,3,1,0,0,21,162,Decision,3,3,5:00,0,1,-5,5
Alex Caceres,Austin Springer,Alex Caceres,0,31,18,31,18,0,0,1,0,0,32,14,32,14,1,0,0,0,10,3,Submission,3,1,3:38,1,0,-1.5,1.5
Alex Caceres,Yair Rodriguez,Yair Rodriguez,0,202,65,196,62,1,1,0,0,0,343,124,338,120,2,1,0,0,99,31,Decision,5,5,5:00,0,1,-2.5,2.5
Alex Caceres,Wang Guan,Wang Guan,0,124,49,123,49,0,0,0,0,1,169,75,164,71,3,0,0,0,22,24,Decision,3,3,5:00,0,1,-18.5,18.5
Alex Caceres,Jason Knight,Jason Knight,0,58,27,58,27,0,0,0,0,0,112,46,95,31,4,2,4,0,1,204,Submission,3,2,4:21,0,1,-2.5,2.5
Alex Caceres,Jimy Hettes,Jimy Hettes,0,38,25,25,13,0,0,0,2,0,44,31,7,2,9,5,2,1,131,271,Submission,3,2,3:12,0,1,-2.16666674613953,2.16666674613953
Alex Caceres,Steven Peterson,Alex Caceres,0,198,95,197,94,0,0,0,0,0,241,87,218,67,2,2,0,0,0,158,Decision,3,3,5:00,1,0,-0.227272748947144,0.227272748947144
Alex Caceres,SeungWoo Choi,Alex Caceres,0,72,54,64,46,0,0,1,0,1,104,38,98,33,0,0,0,0,49,15,Submission,3,2,3:31,1,0,-0.333333373069763,0.333333373069763
Alex Caceres,Sergio Pettis,Alex Caceres,1,168,56,164,53,1,1,1,0,0,177,49,177,49,2,1,0,0,93,13,Submission,3,3,4:39,1,0,-2.09999990463257,2.09999990463257
Alex Caceres,Giga Chikadze,Giga Chikadze,0,168,62,168,62,0,0,0,0,0,141,65,141,65,0,0,0,0,0,0,Decision,3,3,5:00,0,1,-3.5,3.5
Alex Chambers,Kailin Curran,Alex Chambers,0,121,53,109,44,5,2,2,0,0,239,123,190,81,4,2,0,0,58,280,Submission,3,3,3:15,1,0,0.199999988079071,-0.199999988079071
Alex Chambers,Nadia Kassem,Nadia Kassem,0,108,79,70,45,7,4,0,0,0,204,134,105,52,1,0,6,2,463,88,Decision,3,3,5:00,0,1,-1.5,1.5
Alex Chambers,Paige VanZant,Paige VanZant,0,88,66,47,30,4,0,1,0,0,248,165,130,73,7,3,1,0,28,434,Submission,3,3,1:01,0,1,-0.600000023841858,0.600000023841858
Alex Chambers,Livinha Souza,Livinha Souza,0,9,4,9,4,0,0,0,0,0,18,10,18,10,1,1,1,0,0,39,Submission,3,1,1:21,0,1,-2.5,2.5
Alex Chambers,Aisling Daly,Aisling Daly,0,15,12,15,12,1,1,0,0,0,68,52,26,16,2,1,1,0,74,185,Submission,3,1,4:53,0,1,-1.66666674613953,1.66666674613953
Alex Da Silva,Joe Solecki,Joe Solecki,1,96,54,76,35,0,0,0,0,0,144,91,82,33,4,1,3,0,355,291,Decision,3,3,5:00,0,1,0.916666507720947,-0.916666507720947
Alex Da Silva,Alexander Yakovlev,Alexander Yakovlev,0,23,10,19,8,3,1,0,0,0,23,18,19,14,2,1,1,0,269,133,Submission,3,2,3:10,0,1,2.84999990463257,-2.84999990463257
Alex Da Silva,Brad Riddell,Brad Riddell,0,133,70,112,54,9,3,1,1,0,185,86,166,67,6,1,0,0,317,84,Decision,3,3,5:00,0,1,2.75,-2.75
Alex Da Silva,Kazula Vargas,Alex Da Silva,0,130,88,39,17,4,3,0,0,0,92,59,42,20,1,0,0,1,721,18,Decision,3,3,5:00,1,0,2.84999990463257,-2.84999990463257
Alex Garcia,Mike Pyle,Alex Garcia,1,34,19,29,14,2,1,0,0,0,25,6,24,5,0,0,0,0,89,0,KO/TKO,3,1,3:34,1,0,0.571428537368774,-0.571428537368774
Alex Garcia,Sean Spencer,Alex Garcia,1,142,66,135,61,11,8,0,0,0,164,62,160,58,0,0,0,1,273,23,Decision,3,3,5:00,1,0,0.5,-0.5
Alex Garcia,Neil Magny,Neil Magny,0,68,27,39,5,7,3,0,1,0,175,130,79,39,6,3,0,0,371,240,Decision,3,3,5:00,0,1,0.166666746139526,-0.166666746139526
Alex Garcia,Ben Wall,Alex Garcia,1,15,9,15,9,0,0,0,0,0,3,1,3,1,1,0,0,0,2,0,KO/TKO,3,1,0:43,1,0,1.35714280605316,-1.35714280605316
Alex Garcia,Court McGee,Court McGee,0,73,39,60,27,4,1,0,0,1,154,111,88,51,6,2,0,1,186,397,Decision,3,3,5:00,0,1,0.666666626930237,-0.666666626930237
Alex Garcia,Mike Swick,Alex Garcia,0,136,55,102,24,5,5,0,0,0,124,45,94,19,0,0,0,0,362,9,Decision,3,3,5:00,1,0,0,0
Alex Garcia,Sean Strickland,Sean Strickland,0,94,41,67,23,7,3,0,0,1,206,113,173,84,2,1,0,0,209,167,KO/TKO,3,3,4:25,0,1,-3.09999990463257,3.09999990463257
Alex Garcia,Ryan LaFlare,Ryan LaFlare,0,66,21,54,11,7,5,0,0,0,71,47,48,24,6,1,0,1,246,268,Decision,3,3,5:00,0,1,-2.16666650772095,2.16666650772095
Alex Garcia,Tim Means,Tim Means,0,151,32,151,32,5,0,0,0,0,186,76,174,64,0,0,0,0,29,1,Decision,3,3,5:00,0,1,0.299999952316284,-0.299999952316284
Alex Garcia,Muslim Salikhov,Alex Garcia,0,39,21,24,6,7,3,1,0,0,27,10,27,10,0,0,0,0,188,0,Submission,3,2,3:22,1,0,-2.25,2.25
Alex Gorgees,Damir Ismagulov,Damir Ismagulov,0,43,22,31,10,0,0,0,0,0,137,103,55,34,11,5,0,0,0,586,Decision,3,3,5:00,0,1,-2,2
Alex Hunter,Harry Moskowitz,Alex Hunter,0,34,20,18,11,5,1,0,1,0,36,26,22,12,1,1,4,0,0,0,Decision,1,1,2:00,1,0,1.5,-1.5
Alex Karalexis,Josh Rafferty,Alex Karalexis,0,19,12,12,6,0,0,0,0,0,4,2,3,1,1,0,1,0,63,0,KO/TKO,3,1,1:40,1,0,0.541666626930237,-0.541666626930237
Alex Karalexis,Jason Von Flue,Jason Von Flue,0,77,35,60,18,5,1,3,0,0,90,50,68,28,2,0,2,0,134,199,Submission,3,3,1:17,0,1,0.5,-0.5
Alex Morono,Keita Nakamura,Keita Nakamura,0,124,39,123,38,0,0,0,0,0,88,29,86,27,2,2,0,0,0,45,Decision,3,3,5:00,0,1,-0.525000095367432,0.525000095367432
Alex Morono,Khaos Williams,Khaos Williams,0,4,1,4,1,0,0,0,0,1,17,10,17,10,1,0,0,0,0,5,KO/TKO,3,1,0:27,0,1,-1.79166650772095,1.79166650772095
Alex Morono,David Zawada,Alex Morono,0,219,96,213,90,0,0,0,0,0,210,91,205,86,2,1,0,0,66,39,Decision,3,3,5:00,1,0,0.446428537368774,-0.446428537368774
Alex Morono,Kyle Noke,Alex Morono,0,166,81,125,43,0,0,1,0,0,155,79,134,59,3,1,0,0,66,190,Decision,3,3,5:00,1,0,0.674999952316284,-0.674999952316284
Alex Morono,Matthew Semelsberger,Alex Morono,0,209,119,194,106,4,0,0,0,1,241,86,229,74,1,1,0,0,24,158,Decision,3,3,5:00,1,0,1.04166662693024,-1.04166662693024
Alex Morono,Santiago Ponzinibbio,Santiago Ponzinibbio,1,131,38,131,38,0,0,0,0,1,155,66,155,66,1,0,0,0,8,1,KO/TKO,3,3,2:29,0,1,-1.4107141494751,1.4107141494751
Alex Morono,Zak Ottow,Alex Morono,0,55,25,55,25,0,0,1,1,0,31,10,31,10,1,1,0,0,31,6,KO/TKO,3,1,3:34,1,0,0.446428537368774,-0.446428537368774
Alex Morono,Anthony Pettis,Anthony Pettis,0,102,50,78,31,5,1,0,0,0,115,80,80,50,1,0,0,1,150,272,Decision,3,3,5:00,0,1,0.474999904632568,-0.474999904632568
Alex Oliveira,Peter Sobotta,Alex Oliveira,1,96,48,93,45,0,0,0,0,0,68,30,67,29,3,0,0,0,26,47,Decision,3,3,5:00,1,0,-0.595238089561462,0.595238089561462
Alex Oliveira,Shavkat Rakhmonov,Shavkat Rakhmonov,0,26,16,18,9,2,0,0,0,0,44,32,25,13,2,0,1,0,124,44,Submission,3,1,4:40,0,1,-15.1666666269302,15.1666666269302
Alex Oliveira,Niko Price,Niko Price,0,131,83,112,65,2,1,0,0,0,167,108,116,64,3,1,0,0,194,290,Decision,3,3,5:00,0,1,-0.309523701667786,0.309523701667786
Alex Oliveira,Mike Perry,Mike Perry,0,139,50,137,48,1,0,0,0,0,120,75,110,65,1,0,0,0,78,130,Decision,3,3,5:00,0,1,8.33333730697632e-02,-8.33333730697632e-02
Alex Oliveira,Carlo Pedersoli Jr.,Alex Oliveira,0,13,10,10,7,0,0,0,0,0,4,2,4,2,0,0,0,0,5,0,KO/TKO,3,1,0:39,1,0,-1.83333337306976,1.83333337306976
Alex Pereira,Sean Strickland,Alex Pereira,1,40,25,40,25,0,0,0,0,0,29,15,29,15,0,0,0,0,3,0,KO/TKO,3,1,2:36,1,0,-1.59999990463257,1.59999990463257
Alex Pereira,Bruno Silva,Alex Pereira,0,239,165,179,108,0,0,0,0,0,160,72,147,59,8,2,0,0,77,195,Decision,3,3,5:00,1,0,1.44444441795349,-1.44444441795349
Alex Perez,Eric Shelton,Alex Perez,0,123,67,82,29,9,5,0,0,0,140,72,109,41,2,0,0,0,418,2,Decision,3,3,5:00,1,0,1.42857146263123,-1.42857146263123
Alex Perez,Jose Torres,Alex Perez,1,166,88,162,84,3,0,0,0,0,77,30,76,29,0,0,0,0,3,0,KO/TKO,3,1,3:46,1,0,-4.57142853736877,4.57142853736877
Alex Schoenauer,Mike Swick,Mike Swick,0,4,1,4,1,0,0,0,0,1,13,7,13,7,0,0,0,0,0,0,KO/TKO,3,1,0:20,0,1,-1,1
Alexa Grasso,Karolina Kowalkiewicz,Alexa Grasso,0,384,163,369,148,0,0,1,0,0,234,92,232,90,0,0,0,0,7,34,Decision,3,3,5:00,1,0,3.1904764175415,-3.1904764175415
Alexa Grasso,Felice Herrig,Felice Herrig,0,215,88,206,80,0,0,1,0,0,252,66,246,60,4,2,0,0,14,37,Decision,3,3,5:00,0,1,3.93333351612091,-3.93333351612091
Alexa Grasso,Valentina Shevchenko,Alexa Grasso,0,308,182,181,59,2,0,1,0,0,228,167,145,87,6,4,0,0,82,324,Submission,5,4,4:34,1,0,-0.416666507720947,0.416666507720947
Alexa Grasso,Joanne Wood,Alexa Grasso,0,65,50,28,16,2,2,1,0,0,76,61,49,34,0,0,0,0,135,0,Submission,3,1,3:57,1,0,3.33333349227905,-3.33333349227905
Alexa Grasso,Tatiana Suarez,Tatiana Suarez,0,23,21,8,6,0,0,0,0,0,11,4,9,2,3,2,1,0,0,101,Submission,3,1,2:44,0,1,-5.66666650772095,5.66666650772095
Alexa Grasso,Randa Markos,Alexa Grasso,0,224,121,157,64,0,0,0,1,0,141,71,113,45,11,4,0,1,130,239,Decision,3,3,5:00,1,0,4.41666680574417,-4.41666680574417
Alexa Grasso,Ji Yeon Kim,Alexa Grasso,0,220,123,182,88,2,1,0,0,0,206,85,188,68,0,0,0,0,127,46,Decision,3,3,5:00,1,0,4.04761922359467,-4.04761922359467
Alexander Gustafsson,Vladimir Matyushenko,Alexander Gustafsson,1,26,14,21,10,0,0,0,0,0,11,7,8,5,0,0,0,0,4,0,KO/TKO,3,1,2:13,1,0,-1.125,1.125
Alexander Gustafsson,Fabricio Werdum,Fabricio Werdum,0,22,14,19,11,0,0,0,0,0,5,4,5,4,2,1,1,0,12,66,Submission,3,1,2:30,0,1,-0.416666746139526,0.416666746139526
Alexander Gustafsson,Jon Jones,Jon Jones,0,294,114,288,110,8,1,0,0,0,220,137,217,134,11,1,0,0,19,59,Decision,5,5,5:00,0,1,-24.75,24.75
Alexander Gustafsson,Jared Hamman,Alexander Gustafsson,1,23,6,23,6,0,0,0,0,0,17,6,17,6,0,0,0,0,5,0,KO/TKO,3,1,0:41,1,0,-8.33332538604736e-02,8.33332538604736e-02
Alexander Gustafsson,Jimi Manuwa,Alexander Gustafsson,1,63,40,43,21,2,1,0,0,0,25,15,23,13,0,0,0,0,203,0,KO/TKO,5,2,1:18,1,0,-0.583333253860474,0.583333253860474
Alexander Gustafsson,Matt Hamill,Alexander Gustafsson,1,104,41,98,37,0,0,0,0,0,35,13,34,13,6,0,0,0,22,0,KO/TKO,3,2,3:34,1,0,0.75,-0.75
Alexander Gustafsson,Mauricio Rua,Alexander Gustafsson,0,215,128,156,72,12,6,0,0,0,105,51,95,41,3,1,1,0,232,88,Decision,3,3,5:00,1,0,0.321428537368774,-0.321428537368774
Alexander Gustafsson,Jon Jones,Jon Jones,0,85,24,83,22,0,0,0,0,0,106,63,102,59,5,1,0,0,0,89,KO/TKO,5,3,2:02,0,1,-24.75,24.75
Alexander Gustafsson,Glover Teixeira,Alexander Gustafsson,2,239,108,228,97,3,1,0,0,0,155,62,134,42,5,1,0,0,169,34,KO/TKO,5,5,1:07,1,0,-1.41666674613953,1.41666674613953
Alexander Gustafsson,Nikita Krylov,Nikita Krylov,0,9,5,8,5,0,0,0,0,2,45,26,44,26,0,0,0,0,7,9,KO/TKO,3,1,1:07,0,1,-1.08333325386047,1.08333325386047
Alexander Gustafsson,Anthony Johnson,Anthony Johnson,0,20,10,20,10,0,0,0,0,1,56,38,47,30,0,0,0,0,0,32,KO/TKO,5,1,2:15,0,1,-1.41666674613953,1.41666674613953
Alexander Gustafsson,Anthony Smith,Anthony Smith,0,152,73,151,72,3,1,0,0,0,107,51,104,49,1,0,1,0,39,84,Submission,5,4,2:38,0,1,0.194444417953491,-0.194444417953491
Alexander Gustafsson,James Te Huna,Alexander Gustafsson,0,22,17,9,4,2,1,2,0,0,34,34,6,6,4,1,0,0,57,175,Submission,3,1,4:27,1,0,0.472222208976746,-0.472222208976746
Alexander Gustafsson,Thiago Silva,Alexander Gustafsson,1,287,78,283,76,1,1,0,0,0,108,38,108,38,0,0,0,0,39,0,Decision,3,3,5:00,1,0,-0.916666746139526,0.916666746139526
Alexander Hernandez,Thiago Moises,Thiago Moises,0,205,50,205,50,0,0,0,0,0,183,53,183,53,1,0,0,0,0,0,Decision,3,3,5:00,0,1,-9.5238208770752e-02,9.5238208770752e-02
Alexander Hernandez,Jim Miller,Alexander Hernandez,0,238,111,234,108,1,0,0,1,0,186,68,185,67,1,0,1,0,23,40,Decision,3,3,5:00,1,0,0.215686082839966,-0.215686082839966
Alexander Hernandez,Billy Quarantillo,Billy Quarantillo,0,105,59,94,48,6,2,1,0,0,194,127,151,87,4,2,0,0,248,80,KO/TKO,3,2,4:30,0,1,-1.26666665077209,1.26666665077209
Alexander Hernandez,Renato Moicano,Renato Moicano,0,81,39,79,37,1,0,0,0,0,65,38,60,33,6,2,1,0,5,103,Submission,3,2,1:23,0,1,-1.06666684150696,1.06666684150696
Alexander Hernandez,Francisco Trinaldo,Alexander Hernandez,0,92,26,91,25,1,0,0,0,0,55,28,52,25,0,0,0,0,20,0,Decision,3,3,5:00,1,0,-0.777777910232544,0.777777910232544
Alexander Munoz,Luis Pena,Luis Pena,0,172,82,169,80,9,4,0,0,0,195,90,195,90,0,0,0,0,141,3,Decision,3,3,5:00,0,1,0.5,-0.5
Alexander Volkanovski,Shane Young,Alexander Volkanovski,0,128,79,114,68,14,5,0,0,0,83,20,81,18,1,1,0,0,502,16,Decision,3,3,5:00,1,0,11.375,-11.375
Alexander Volkov,Fabricio Werdum,Alexander Volkov,1,144,96,90,48,2,2,0,0,0,130,83,88,48,9,3,0,2,106,399,KO/TKO,5,4,1:38,1,0,1.03333330154419,-1.03333330154419
Alexandr Romanov,Jared Vanderaa,Alexandr Romanov,0,103,78,78,56,7,5,0,0,0,31,19,23,13,0,0,0,0,391,0,KO/TKO,3,2,4:43,1,0,7.29999995231628,-7.29999995231628
Alexandr Romanov,Alexander Volkov,Alexander Volkov,0,1,0,1,0,5,0,0,0,0,35,27,15,12,0,0,0,0,38,63,KO/TKO,3,1,2:16,0,1,4.79999995231628,-4.79999995231628
Alexandr Romanov,Marcin Tybura,Marcin Tybura,0,160,95,88,40,6,2,0,1,0,135,82,98,47,0,0,0,0,302,108,Decision,3,3,5:00,0,1,5.5,-5.5
Alexandr Romanov,Chase Sherman,Alexandr Romanov,0,17,11,14,8,3,3,1,0,0,0,0,0,0,0,0,0,0,118,0,Submission,3,1,2:11,1,0,7.16666662693024,-7.16666662693024
Alexandre Barros,Martin Kampmann,Martin Kampmann,0,25,13,20,8,2,1,0,0,1,71,51,52,33,1,0,2,0,135,186,KO/TKO,3,2,3:09,0,1,-0.857142925262451,0.857142925262451
Alexandre Dantas,Gan McGee,Gan McGee,0,4,1,4,1,7,0,1,0,0,28,13,23,9,0,0,0,0,116,83,KO/TKO,3,1,4:49,0,1,-2.59999990463257,2.59999990463257
Alexandre Dantas,Yuki Kondo,Yuki Kondo,0,55,24,43,14,8,2,0,1,1,85,61,54,33,0,0,0,2,387,258,KO/TKO,3,3,2:28,0,1,-1.81818187236786,1.81818187236786
Alexandre Ferreira,Vladimir Matyushenko,Vladimir Matyushenko,0,13,9,10,6,3,0,0,0,0,48,33,33,19,2,2,0,0,0,38,KO/TKO,3,1,2:20,0,1,-0.375,0.375
Alexandre Pantoja,Wilson Reis,Alexandre Pantoja,1,36,26,33,23,0,0,0,0,0,7,2,6,1,4,1,0,0,14,46,KO/TKO,3,1,2:58,1,0,2.89999985694885,-2.89999985694885
Alexandre Pantoja,Neil Seery,Alexandre Pantoja,1,239,131,227,119,1,1,1,0,0,192,90,183,82,2,0,0,0,268,4,Submission,3,3,2:31,1,0,3.96923053264618,-3.96923053264618
Alexandre Pantoja,Alex Perez,Alexandre Pantoja,0,12,8,12,8,1,1,1,0,0,14,10,14,10,1,0,0,0,66,0,Submission,3,1,1:31,1,0,1.77142834663391,-1.77142834663391
Alexandre Pantoja,Yuta Sasaki,Alexandre Pantoja,0,10,7,7,4,1,0,2,1,0,12,8,11,7,0,0,0,0,38,84,Submission,3,1,2:18,1,0,1.69999980926514,-1.69999980926514
Alexandre Pantoja,Matt Schnell,Alexandre Pantoja,1,64,36,62,34,1,1,0,0,0,68,35,52,20,1,0,0,0,74,0,KO/TKO,3,1,4:17,1,0,2.91428542137146,-2.91428542137146
Alexandre Pantoja,Eric Shelton,Alexandre Pantoja,0,135,67,99,37,3,1,2,0,0,107,44,93,32,12,4,0,0,230,171,Decision,3,3,5:00,1,0,3.19999980926514,-3.19999980926514
Alexandre Pantoja,Brandon Royval,Alexandre Pantoja,0,41,23,40,22,6,3,2,0,0,79,27,61,17,1,1,0,0,171,8,Submission,3,2,1:46,1,0,2.69999980926514,-2.69999980926514
Alexis Davis,Sara McMann,Sara McMann,0,66,55,29,21,0,0,1,0,0,47,25,36,14,2,2,1,0,370,0,Submission,3,2,2:52,0,1,-0.257575869560242,0.257575869560242
Alexis Davis,Ronda Rousey,Ronda Rousey,0,6,2,6,2,0,0,0,0,0,16,14,16,14,1,1,0,0,0,4,KO/TKO,5,1,0:16,0,1,-4.09090912342072,4.09090912342072
Alexis Davis,Sabina Mazo,Alexis Davis,0,196,128,83,49,3,3,0,0,0,173,71,165,64,1,0,0,0,530,0,Decision,3,3,5:00,1,0,-0.340909123420715,0.340909123420715
Alexis Davis,Jessica Eye,Alexis Davis,0,175,112,113,53,3,2,0,0,0,135,69,111,47,0,0,0,0,292,69,Decision,3,3,5:00,1,0,0.545454502105713,-0.545454502105713
Alexis Davis,Julija Stoliarenko,Alexis Davis,0,218,171,120,85,1,1,0,0,0,154,93,113,56,0,0,3,0,549,0,Decision,3,3,5:00,1,0,0.534090876579285,-0.534090876579285
Alexis Davis,Jennifer Maia,Jennifer Maia,0,174,107,122,72,2,1,0,0,0,142,70,128,60,0,0,0,0,315,78,Decision,3,3,5:00,0,1,-0.424242377281189,0.424242377281189
Alexis Davis,Rosi Sexton,Alexis Davis,0,223,161,73,44,3,0,3,2,0,158,115,61,34,2,1,0,1,405,363,Decision,3,3,5:00,1,0,-0.690909028053284,0.690909028053284
Alexis Davis,Pannie Kianzad,Pannie Kianzad,0,268,147,251,132,1,1,0,0,0,249,124,249,124,0,0,0,0,6,5,Decision,3,3,5:00,0,1,-0.519480586051941,0.519480586051941
Alexis Davis,Sarah Kaufman,Alexis Davis,0,106,40,99,34,3,1,1,0,0,141,76,130,65,0,0,0,0,51,87,Submission,3,2,3:07,1,0,-2.59090912342072,2.59090912342072
Alexis Dufresne,Sarah Moras,Sarah Moras,0,86,65,28,12,3,3,0,1,0,149,123,34,15,2,1,0,1,653,154,Decision,3,3,5:00,0,1,1.25,-1.25
Alexis Dufresne,Marion Reneau,Marion Reneau,0,122,33,116,28,3,0,0,0,0,222,86,221,85,0,0,0,0,14,16,Decision,3,3,5:00,0,1,0.875,-0.875
Ali AlQaisi,Irwin Rivera,Irwin Rivera,0,118,54,105,44,9,2,1,0,0,82,45,73,36,5,2,0,0,115,62,Decision,3,3,5:00,0,1,-6.66666030883789e-02,6.66666030883789e-02
Ali AlQaisi,Tony Kelley,Tony Kelley,0,103,58,67,29,15,5,1,0,0,109,61,62,23,0,0,4,0,360,116,Decision,3,3,5:00,0,1,-1.06666672229767,1.06666672229767
Ali Bagautinov,Demetrious Johnson,Demetrious Johnson,0,158,66,122,36,12,2,0,0,0,248,164,215,133,4,0,0,0,491,86,Decision,5,5,5:00,0,1,-6.5,6.5
Ali Bagautinov,Tim Elliott,Ali Bagautinov,0,150,43,150,43,4,1,0,0,0,188,72,158,48,4,2,1,0,34,66,Decision,3,3,5:00,1,0,0.833333373069763,-0.833333373069763
Ali Bagautinov,Kyoji Horiguchi,Kyoji Horiguchi,0,97,48,84,36,6,2,0,0,0,161,115,92,55,9,4,0,0,169,272,Decision,3,3,5:00,0,1,-7,7
Ali Bagautinov,Geane Herrera,Ali Bagautinov,0,167,128,124,90,8,5,0,1,0,52,40,25,13,2,1,2,0,507,56,Decision,3,3,5:00,1,0,-0.5,0.5
Ali Bagautinov,Marcos Vinicius,Ali Bagautinov,2,78,46,68,38,5,3,1,0,0,68,45,47,27,0,0,0,0,246,161,KO/TKO,3,3,3:28,1,0,0.409090995788574,-0.409090995788574
Ali Bagautinov,Joseph Benavidez,Joseph Benavidez,0,121,31,121,31,5,0,0,0,0,146,48,146,48,1,0,0,0,19,0,Decision,3,3,5:00,0,1,-1,1
Ali Bagautinov,John Lineker,Ali Bagautinov,0,133,86,92,49,12,6,1,0,0,81,52,54,27,0,0,2,0,441,21,Decision,3,3,5:00,1,0,-0.944444417953491,0.944444417953491
Aliaskhab Khizriev,Denis Tiuliulin,Aliaskhab Khizriev,0,79,54,67,42,3,2,1,0,0,94,43,82,31,1,0,0,0,166,2,Submission,3,2,1:58,1,0,12.75,-12.75
Alistair Overeem,Augusto Sakai,Alistair Overeem,0,131,106,114,92,3,3,0,0,0,196,120,173,99,0,0,0,0,329,142,KO/TKO,5,5,0:26,1,0,-0.72631573677063,0.72631573677063
Alistair Overeem,Alexander Volkov,Alexander Volkov,0,20,10,20,10,1,0,0,0,1,88,54,88,54,0,0,0,0,15,11,KO/TKO,5,2,2:06,0,1,-1.22631573677063,1.22631573677063
Alistair Overeem,Sergei Pavlovich,Alistair Overeem,0,31,26,26,22,2,1,0,0,0,37,18,32,13,2,0,0,0,116,12,KO/TKO,3,1,4:21,1,0,-15.5263156890869,15.5263156890869
Alistair Overeem,Fabricio Werdum,Alistair Overeem,0,46,29,38,21,0,0,0,0,1,176,107,115,49,3,1,0,0,80,158,Decision,3,3,5:00,1,0,-0.19298243522644,0.19298243522644
Alistair Overeem,Stefan Struve,Alistair Overeem,0,32,24,25,17,2,1,0,0,0,7,4,5,2,0,0,0,0,160,0,KO/TKO,3,1,4:13,1,0,-6.4777135848999e-02,6.4777135848999e-02
Alistair Overeem,Ben Rothwell,Ben Rothwell,0,21,20,21,20,1,0,0,0,1,32,22,27,17,0,0,0,0,2,13,KO/TKO,3,1,2:19,0,1,-0.312030076980591,0.312030076980591
Alistair Overeem,Jairzinho Rozenstruik,Jairzinho Rozenstruik,0,135,101,105,74,10,2,0,0,1,229,109,209,89,0,0,0,0,501,6,KO/TKO,5,5,4:56,0,1,-0.126315593719482,0.126315593719482
Alistair Overeem,Antonio Silva,Antonio Silva,0,95,73,71,51,1,1,0,0,1,74,42,48,21,1,0,0,0,384,0,KO/TKO,3,3,0:25,0,1,0.890350937843323,-0.890350937843323
Aljamain Sterling,Petr Yan,Aljamain Sterling,0,143,91,110,62,22,2,0,0,0,186,139,103,63,0,0,0,0,511,352,Decision,5,5,5:00,1,0,2.54999995231628,-2.54999995231628
Aljamain Sterling,Hugo Viana,Aljamain Sterling,0,132,94,98,62,4,4,0,0,0,54,22,46,15,0,0,0,0,514,0,KO/TKO,3,3,3:50,1,0,3.75,-3.75
Aljamain Sterling,Petr Yan,Aljamain Sterling,0,260,119,230,97,17,1,0,1,1,157,103,137,86,7,7,0,0,205,252,DQ,5,4,4:29,1,0,2.54999995231628,-2.54999995231628
Allan Goes,Dan Henderson,Dan Henderson,1,56,43,49,36,0,0,0,0,1,77,53,54,31,1,1,1,0,0,0,Decision,1,2,3:00,0,1,-0.133333444595337,0.133333444595337
Allan Nascimento,Tagir Ulanbekov,Tagir Ulanbekov,0,86,74,37,25,1,0,2,0,0,87,62,40,18,5,4,1,1,16,724,Decision,3,3,5:00,0,1,-3.66666674613953,3.66666674613953
